source,target,edge_type,synthetic_output_btc,is_change_output
3307561,155470203,heuristic_reuse,0.10724649,1
155470203,3609502,heuristic_reuse,0.0400366,1
3609502,3439659,heuristic_reuse,0.09017851,1
3439659,3459544,heuristic_reuse,0.03273891,1
3459544,30440633,heuristic_reuse,0.2132061,1
30440633,155379174,heuristic_reuse,0.04616592,1
155379174,23190811,heuristic_reuse,0.02907812,1
23190811,3405079,heuristic_reuse,0.19671293,1
3405079,49776793,heuristic_reuse,0.0181639,1
49776793,3284610,heuristic_reuse,0.0297525,1
3284610,100617351,heuristic_reuse,0.04089532,1
100617351,155438571,heuristic_reuse,0.25566965,1
155438571,1567574,heuristic_reuse,0.04144904,1
1567574,155423521,heuristic_reuse,0.01790592,1
155423521,155444854,heuristic_reuse,0.08405222,1
155444854,77733632,heuristic_reuse,0.00633911,1
7156629,13022509,heuristic_reuse,0.06854765,1
13022509,3565555,heuristic_reuse,0.05237837,1
3565555,6878688,heuristic_reuse,0.02405858,1
6878688,1776781,heuristic_reuse,0.0289088,1
1776781,4627085,heuristic_reuse,0.02687527,1
4627085,3449931,heuristic_reuse,0.00895601,1
3449931,155510872,heuristic_reuse,0.02835601,1
155510872,142123990,heuristic_reuse,0.05190095,1
142123990,155428848,heuristic_reuse,0.0581449,1
155428848,3099622,heuristic_reuse,0.0114482,1
3099622,30686309,heuristic_reuse,0.0153028,1
30686309,155398131,heuristic_reuse,0.01470302,1
155398131,26801050,heuristic_reuse,0.0591874,1
26801050,3306209,heuristic_reuse,0.1132637,1
3306209,121925775,heuristic_reuse,0.05106055,1
121925775,155499520,heuristic_reuse,0.01969934,1
155499520,14196943,heuristic_reuse,0.09329073,1
14196943,155395177,heuristic_reuse,0.04582715,1
155395177,14348310,heuristic_reuse,0.00906683,1
14348310,362808,heuristic_reuse,0.02520719,1
362808,26763497,heuristic_reuse,0.02479776,1
26763497,4643409,heuristic_reuse,0.0448493,1
4643409,4639938,heuristic_reuse,0.16696669,1
3335081,3335095,heuristic_reuse,0.31735305,1
3335095,155445775,heuristic_reuse,0.51180413,1
3335093,3336477,heuristic_reuse,0.00779787,1
3336477,3336454,heuristic_reuse,0.24207281,1
3336454,3336488,heuristic_reuse,0.01684206,1
3336488,3336471,heuristic_reuse,0.11140816,1
3335108,3334333,heuristic_reuse,0.04802828,1
3334333,1841871,heuristic_reuse,0.01548526,1
3335100,3336440,heuristic_reuse,0.01977648,1
3336440,3334334,heuristic_reuse,0.00596175,1
29272,3336400,heuristic_reuse,0.0188145,1
3336400,3335124,heuristic_reuse,0.06025674,1
3336435,3335067,heuristic_reuse,0.02643911,1
705092,3334339,heuristic_reuse,0.12970204,1
3335047,3335060,heuristic_reuse,0.09909477,1
3335060,13056023,heuristic_reuse,0.00320524,1
13056023,3336467,heuristic_reuse,0.06116392,1
3335044,1864291,heuristic_reuse,0.04856063,1
1864291,3335817,heuristic_reuse,0.00595116,1
3335817,3335113,heuristic_reuse,0.00914368,1
3335113,3334340,heuristic_reuse,0.03776859,1
3335057,3336428,heuristic_reuse,0.01523357,1
3336428,3336403,heuristic_reuse,0.02212276,1
3336403,3335166,heuristic_reuse,0.0432103,1
3335166,3334422,heuristic_reuse,0.06290525,1
3335117,3336439,heuristic_reuse,0.79576843,1
3336439,4714453,heuristic_reuse,0.04034071,1
3276339,13056824,heuristic_reuse,0.0021949,1
3336411,3335120,heuristic_reuse,0.03095736,1
3335167,3334420,heuristic_reuse,0.01355389,1
3334420,3335058,heuristic_reuse,0.16328612,1
3335058,3335178,heuristic_reuse,0.03248494,1
3335178,3336398,heuristic_reuse,0.03833911,1
3336398,3336429,heuristic_reuse,0.12044838,1
3336429,3335118,heuristic_reuse,0.02099632,1
3336395,3335092,heuristic_reuse,0.30682936,1
3335092,3336485,heuristic_reuse,0.00917504,1
3336485,3336382,heuristic_reuse,0.14509659,1
3336382,1859446,heuristic_reuse,0.02669799,1
3335096,3336455,heuristic_reuse,0.02694519,1
3336455,3336404,heuristic_reuse,0.15628969,1
3336404,3335041,heuristic_reuse,0.05319709,1
3335041,3336456,heuristic_reuse,0.02313437,1
3336473,3335049,heuristic_reuse,0.02613462,1
3335049,3318269,heuristic_reuse,0.0827796,1
3318269,3336399,heuristic_reuse,0.08734736,1
3336399,3335042,heuristic_reuse,0.11782362,1
3335042,3336486,heuristic_reuse,0.01421184,1
3336486,3335101,heuristic_reuse,0.08375532,1
3335101,3334419,heuristic_reuse,0.0213805,1
3334419,3276861,heuristic_reuse,0.18245552,1
3276853,3335063,heuristic_reuse,0.01678941,1
3335063,3336408,heuristic_reuse,0.19092285,1
3336408,3335083,heuristic_reuse,0.16935987,1
3335083,155575033,heuristic_reuse,0.01333909,1
155575033,3336446,heuristic_reuse,0.26196805,1
3335126,155628972,heuristic_reuse,0.09214317,1
3336426,3336474,heuristic_reuse,0.04210956,1
3336474,3335114,heuristic_reuse,0.01198431,1
3336448,3335075,heuristic_reuse,0.02956329,1
3335102,3335050,heuristic_reuse,0.03390903,1
3335050,3335818,heuristic_reuse,0.15663163,1
3335818,3335111,heuristic_reuse,0.00721614,1
3335111,3336487,heuristic_reuse,0.05213176,1
3336487,3336447,heuristic_reuse,0.21310765,1
3336447,80840908,heuristic_reuse,0.1401732,1
80840908,3336379,heuristic_reuse,0.00208401,1
3336379,3336412,heuristic_reuse,0.42896243,1
3336412,3336389,heuristic_reuse,0.0039301,1
3336389,37715047,heuristic_reuse,0.09300869,1
37715047,3336458,heuristic_reuse,0.01426541,1
3336458,3336442,heuristic_reuse,0.08608774,1
3336442,3336393,heuristic_reuse,0.06443677,1
3336393,3336469,heuristic_reuse,0.01478024,1
3336469,3335053,heuristic_reuse,0.07342172,1
3335053,3335165,heuristic_reuse,0.09668399,1
3335165,3336416,heuristic_reuse,0.19917687,1
3336416,4574892,heuristic_reuse,0.00995889,1
4574889,3336402,heuristic_reuse,0.03906217,1
3336402,3336384,heuristic_reuse,0.00609124,1
3336384,3336445,heuristic_reuse,0.07311661,1
3336445,9535504,heuristic_reuse,0.28465112,1
3335070,3336409,heuristic_reuse,0.16727396,1
3336409,155901936,heuristic_reuse,0.03941982,1
155901936,3335039,heuristic_reuse,0.01111906,1
3335039,3336457,heuristic_reuse,0.04295187,1
3336457,3336466,heuristic_reuse,0.31180482,1
3336466,4574888,heuristic_reuse,0.03820818,1
4574882,3336484,heuristic_reuse,0.01184529,1
3336484,3096032,heuristic_reuse,0.00354568,1
3096032,3336444,heuristic_reuse,0.05188121,1
3336444,3335164,heuristic_reuse,0.32042646,1
3335164,3336374,heuristic_reuse,0.05695747,1
3336374,9535496,heuristic_reuse,0.12281808,1
9535496,13136318,heuristic_reuse,0.09285577,1
13136318,3335037,heuristic_reuse,0.09415072,1
3335037,3335035,heuristic_reuse,0.01241296,1
3335035,9256404,heuristic_reuse,0.05388227,1
9256404,3335076,heuristic_reuse,0.14567258,1
3335076,4718840,heuristic_reuse,0.00780087,1
4718840,2163735,heuristic_reuse,0.06281217,1
2163735,3336378,heuristic_reuse,0.0520067,1
3336378,3336460,heuristic_reuse,0.15155566,1
3336460,3336413,heuristic_reuse,0.98194791,1
3336413,3335170,heuristic_reuse,0.05881876,1
4730176,3335073,heuristic_reuse,0.25193238,1
3335073,3335085,heuristic_reuse,0.05891195,1
3335085,3335816,heuristic_reuse,0.03238711,1
3335816,3336463,heuristic_reuse,0.1399471,1
3336463,3336449,heuristic_reuse,0.04487852,1
3295479,7232019,heuristic_reuse,0.28977433,1
39047765,83619354,heuristic_reuse,0.2271837,1
51537691,80877647,heuristic_reuse,0.02829465,1
80877647,100905147,heuristic_reuse,0.31150766,1
155484102,13033880,heuristic_reuse,0.03665242,1
13033880,17112971,heuristic_reuse,0.03689337,1
17112971,155484366,heuristic_reuse,0.12436003,1
22970104,13044348,heuristic_reuse,0.01382447,1
13031327,83867507,heuristic_reuse,0.07609025,1
83867507,62600330,heuristic_reuse,0.45162497,1
62600330,21860041,heuristic_reuse,0.02765843,1
21860041,13036389,heuristic_reuse,0.11572283,1
3451851,3450547,heuristic_reuse,0.03174973,1
3450586,3457316,heuristic_reuse,0.23517564,1
3457327,3451143,heuristic_reuse,0.09021031,1
3451149,3454711,heuristic_reuse,0.02128598,1
3454711,724443,heuristic_reuse,0.06727785,1
724443,59767522,heuristic_reuse,0.02347926,1
4801030,3456310,heuristic_reuse,0.04640773,1
3456715,3452552,heuristic_reuse,0.06545949,1
3452561,3453283,heuristic_reuse,0.05660557,1
3453283,3454747,heuristic_reuse,0.0155548,1
3454747,3452534,heuristic_reuse,0.06604878,1
3452540,3449988,heuristic_reuse,0.13320063,1
3449988,3454698,heuristic_reuse,0.16912227,1
3457332,3452570,heuristic_reuse,0.01813519,1
3452570,3457303,heuristic_reuse,0.00327006,1
3457303,3454735,heuristic_reuse,0.15696669,1
3454735,3452527,heuristic_reuse,0.11120569,1
155449339,2184771,heuristic_reuse,0.00196955,1
2184771,7211263,heuristic_reuse,0.15106501,1
7211263,4852709,heuristic_reuse,0.03961312,1
4852709,2029619,heuristic_reuse,0.01744077,1
2029633,36932721,heuristic_reuse,0.14511975,1
36932721,67701154,heuristic_reuse,0.02527344,1
155467633,3458780,heuristic_reuse,0.05760972,1
3458780,9276250,heuristic_reuse,0.41069984,1
4596786,3285721,heuristic_reuse,0.02902939,1
3285721,2067822,heuristic_reuse,0.04059273,1
2067822,116710405,heuristic_reuse,0.00555287,1
116710405,155729849,heuristic_reuse,0.08217398,1
90204747,155399383,heuristic_reuse,0.05527946,1
4826819,155489162,heuristic_reuse,0.01173087,1
155489162,2193235,heuristic_reuse,0.00229192,1
2193317,3280164,heuristic_reuse,0.06984595,1
3280164,155436999,heuristic_reuse,0.08236419,1
3135288,3336480,heuristic_reuse,0.00262143,1
3336480,6313045,heuristic_reuse,0.09857359,1
6313045,3285740,heuristic_reuse,0.01342462,1
3285740,10150452,heuristic_reuse,0.12204634,1
10150452,694829,heuristic_reuse,0.17823588,1
694829,3319909,heuristic_reuse,0.00843083,1
4577737,9495446,heuristic_reuse,0.33897439,1
9495446,3321556,heuristic_reuse,0.03528518,1
3321556,9495429,heuristic_reuse,0.00203952,1
9495429,155389738,heuristic_reuse,0.09607023,1
155389738,3615812,heuristic_reuse,0.13988535,1
3615812,106802086,heuristic_reuse,0.01935173,1
106802086,3285741,heuristic_reuse,0.03288106,1
14210226,4596787,heuristic_reuse,0.02091359,1
4596601,4457658,heuristic_reuse,0.02283524,1
4457658,2176160,heuristic_reuse,0.6553148,1
2176160,4596788,heuristic_reuse,0.11693146,1
4596788,36182163,heuristic_reuse,0.10724934,1
6425940,155460571,heuristic_reuse,0.15800087,1
13238065,60857,heuristic_reuse,0.14892517,1
60857,4852716,heuristic_reuse,0.0408241,1
4852716,36182197,heuristic_reuse,0.0837553,1
36182197,155484608,heuristic_reuse,0.0223794,1
155484608,658316,heuristic_reuse,0.00342451,1
658316,155643960,heuristic_reuse,0.01577774,1
155643960,3513614,heuristic_reuse,0.02035232,1
3513614,9274676,heuristic_reuse,0.45382038,1
2217450,2097112,heuristic_reuse,0.10740368,1
2097112,3519875,heuristic_reuse,0.00466204,1
3519875,2032532,heuristic_reuse,0.06184954,1
2032532,4793290,heuristic_reuse,0.19628379,1
4793290,2193219,heuristic_reuse,0.1154981,1
2193219,155467637,heuristic_reuse,0.33891102,1
2280824,52009025,heuristic_reuse,0.09234577,1
52009025,658523,heuristic_reuse,0.05086158,1
658523,3319918,heuristic_reuse,0.01460206,1
3319918,155061270,heuristic_reuse,0.00109721,1
155061270,2062399,heuristic_reuse,0.01266899,1
2062399,10008515,heuristic_reuse,1.07200979,1
10008515,79985148,heuristic_reuse,0.26862136,1
79985148,2307236,heuristic_reuse,0.12023091,1
2307236,155729437,heuristic_reuse,0.13335764,1
155729437,4578069,heuristic_reuse,0.10933793,1
4578069,4693990,heuristic_reuse,0.04903164,1
4693990,46753327,heuristic_reuse,0.02546357,1
46753327,9279488,heuristic_reuse,0.07864151,1
155550724,4594976,heuristic_reuse,0.02386626,1
4594976,26115461,heuristic_reuse,0.04651605,1
13540907,17836183,heuristic_reuse,0.0939303,1
17836183,447793,heuristic_reuse,0.01067076,1
37715486,3295823,heuristic_reuse,0.08579536,1
155550316,11393238,heuristic_reuse,0.01595463,1
14391460,11393058,heuristic_reuse,0.01988809,1
11393058,155550734,heuristic_reuse,0.07766794,1
155550734,3201279,heuristic_reuse,0.37121025,1
4457657,8886738,heuristic_reuse,0.04666565,1
8886738,4600881,heuristic_reuse,0.01111675,1
4602641,4600381,heuristic_reuse,0.03670019,1
4600381,4655273,heuristic_reuse,0.15230035,1
4654859,155663304,heuristic_reuse,0.02605132,1
155663304,4602652,heuristic_reuse,0.01028236,1
4602652,4600597,heuristic_reuse,0.02404981,1
3335055,155687756,heuristic_reuse,0.02285691,1
4714539,155602992,heuristic_reuse,0.04033195,1
155602992,3336522,heuristic_reuse,0.09711937,1
3392217,3336385,heuristic_reuse,0.24329539,1
3335175,4714029,heuristic_reuse,0.04504805,1
6310625,3335034,heuristic_reuse,0.43788704,1
3578240,3362217,heuristic_reuse,0.2434899,1
3362199,106443645,heuristic_reuse,1.20465132,1
106443645,3397875,heuristic_reuse,0.25746836,1
4718635,155687769,heuristic_reuse,0.58766345,1
155687408,3447978,heuristic_reuse,0.11489752,1
3448005,29777,heuristic_reuse,0.0654008,1
29777,3362484,heuristic_reuse,0.01514112,1
3362468,155602982,heuristic_reuse,0.02292124,1
13056504,155687779,heuristic_reuse,0.11340191,1
155687779,155602834,heuristic_reuse,0.02539859,1
155602834,155602990,heuristic_reuse,0.42185655,1
155602990,155687732,heuristic_reuse,0.05859141,1
155687732,46637528,heuristic_reuse,0.0358487,1
46637528,3589631,heuristic_reuse,0.02809276,1
3589631,3524157,heuristic_reuse,0.01256386,1
3524157,155687411,heuristic_reuse,0.00252929,1
155687411,36506525,heuristic_reuse,0.12560913,1
36506525,3447950,heuristic_reuse,0.02051594,1
3447950,155687755,heuristic_reuse,0.17076121,1
155687755,3336534,heuristic_reuse,0.01365523,1
3397252,9426863,heuristic_reuse,0.02799619,1
3392531,3336514,heuristic_reuse,0.06759362,1
3336514,13056149,heuristic_reuse,0.05547238,1
13056149,155687410,heuristic_reuse,0.0285254,1
155687410,3336386,heuristic_reuse,0.00457583,1
3336386,4714455,heuristic_reuse,0.09589345,1
4714455,3335089,heuristic_reuse,0.14677282,1
3335089,155602837,heuristic_reuse,0.0690935,1
155602837,62455,heuristic_reuse,0.05160279,1
62455,42621630,heuristic_reuse,0.00621097,1
42621630,155687757,heuristic_reuse,1.6372943,1
155687757,4730136,heuristic_reuse,0.10475434,1
4730136,3362494,heuristic_reuse,0.07621045,1
3362494,155687778,heuristic_reuse,0.03138778,1
155687778,76647360,heuristic_reuse,0.19953835,1
76647360,84739112,heuristic_reuse,0.00927861,1
84739112,3318261,heuristic_reuse,0.01845114,1
4664757,155687776,heuristic_reuse,0.03535881,1
155687776,3362224,heuristic_reuse,0.20902835,1
3362224,19298136,heuristic_reuse,0.04666597,1
19298136,55579442,heuristic_reuse,0.02844104,1
55579442,3336907,heuristic_reuse,0.05315864,1
3336900,3447318,heuristic_reuse,0.22221608,1
3448018,155687731,heuristic_reuse,0.00584013,1
155687731,155687770,heuristic_reuse,0.25395344,1
155687770,13158675,heuristic_reuse,0.07540532,1
13158675,13146307,heuristic_reuse,0.06545354,1
13146307,3444154,heuristic_reuse,0.00785693,1
3313464,3315431,heuristic_reuse,0.10424004,1
3315431,4656419,heuristic_reuse,0.00647435,1
4656419,7066736,heuristic_reuse,0.02460412,1
7066736,3304679,heuristic_reuse,0.0210057,1
3304674,9267596,heuristic_reuse,0.11732843,1
3281620,3302275,heuristic_reuse,0.08465508,1
3375102,3287409,heuristic_reuse,0.1222814,1
3287409,2218993,heuristic_reuse,0.01385952,1
2218993,26115433,heuristic_reuse,0.12295625,1
26115433,3257779,heuristic_reuse,0.05341297,1
2206944,3281612,heuristic_reuse,0.01491799,1
199792,3096027,heuristic_reuse,0.05384296,1
9381,13226038,heuristic_reuse,0.04666745,1
13226038,110842065,heuristic_reuse,0.06770705,1
110842065,3310312,heuristic_reuse,0.04488311,1
3310312,4625282,heuristic_reuse,0.26665496,1
4625282,155390099,heuristic_reuse,0.02916085,1
155389828,9361226,heuristic_reuse,0.05297431,1
9361226,3309701,heuristic_reuse,0.32739966,1
3309701,4634122,heuristic_reuse,0.03939833,1
4634122,3298231,heuristic_reuse,0.01809432,1
3298231,4710507,heuristic_reuse,0.1568873,1
4710507,4608037,heuristic_reuse,0.04583945,1
4608037,21335993,heuristic_reuse,0.17289378,1
21335993,11698664,heuristic_reuse,0.84297103,1
11698664,155554019,heuristic_reuse,0.54393604,1
155554019,10711115,heuristic_reuse,0.08648164,1
10711115,3287372,heuristic_reuse,0.02879447,1
3287372,1985515,heuristic_reuse,0.04116199,1
1985515,155071266,heuristic_reuse,0.0099974,1
155071266,4778990,heuristic_reuse,0.00815021,1
4778990,3304030,heuristic_reuse,0.09626762,1
3304030,155675917,heuristic_reuse,0.05401202,1
155675917,3313445,heuristic_reuse,0.04874193,1
3313445,3315609,heuristic_reuse,0.85579291,1
3315609,724580,heuristic_reuse,0.10406781,1
724580,38173991,heuristic_reuse,0.094589,1
155377946,155554176,heuristic_reuse,0.03080354,1
155554176,155377928,heuristic_reuse,0.01004487,1
155377928,4654530,heuristic_reuse,0.01937839,1
4654530,4580090,heuristic_reuse,0.03492212,1
4580090,183452,heuristic_reuse,0.4058694,1
183452,13224998,heuristic_reuse,0.06049272,1
13224998,155553249,heuristic_reuse,0.15698856,1
155553249,4646009,heuristic_reuse,0.18618978,1
4646009,4620483,heuristic_reuse,0.0259404,1
4620483,75136455,heuristic_reuse,0.00388183,1
75136455,14350591,heuristic_reuse,0.04877473,1
14350591,9551,heuristic_reuse,0.11538599,1
9551,50429923,heuristic_reuse,0.09826254,1
50429923,11933160,heuristic_reuse,0.06385387,1
15607586,4645918,heuristic_reuse,0.00978366,1
4645548,1961956,heuristic_reuse,0.00419614,1
9529315,9391798,heuristic_reuse,0.02461258,1
9391798,1973183,heuristic_reuse,0.0357677,1
1973183,3326817,heuristic_reuse,0.04165914,1
3326817,1969726,heuristic_reuse,0.23501129,1
1969726,1963736,heuristic_reuse,0.04860068,1
1963736,4620369,heuristic_reuse,0.06568017,1
4673135,9545234,heuristic_reuse,0.34116649,1
9545234,1966476,heuristic_reuse,0.21554591,1
1966500,19848253,heuristic_reuse,0.02393111,1
19848253,9517286,heuristic_reuse,0.02081099,1
4658354,3289928,heuristic_reuse,0.07042911,1
4687484,4652129,heuristic_reuse,0.02371611,1
9334,3325692,heuristic_reuse,0.0151218,1
4657145,4762190,heuristic_reuse,0.05996925,1
13035945,4645988,heuristic_reuse,0.03784481,1
9486996,1968390,heuristic_reuse,0.00530346,1
1968390,1969101,heuristic_reuse,0.07493241,1
1969101,1965521,heuristic_reuse,0.01629137,1
1965521,4621477,heuristic_reuse,0.06754352,1
4621477,22703664,heuristic_reuse,0.64532366,1
22703664,7140328,heuristic_reuse,0.06904657,1
7140328,9293704,heuristic_reuse,0.3158214,1
9293704,4620367,heuristic_reuse,0.0961113,1
4620367,36694486,heuristic_reuse,0.03365532,1
14346438,2099001,heuristic_reuse,0.01856646,1
2099018,1973773,heuristic_reuse,0.0180412,1
1973773,3287166,heuristic_reuse,0.02153887,1
3287166,1965988,heuristic_reuse,0.0543668,1
1965988,4645983,heuristic_reuse,0.01152595,1
4645983,9338341,heuristic_reuse,0.08263022,1
9338341,2060193,heuristic_reuse,0.02901371,1
2060193,2026053,heuristic_reuse,0.02251285,1
2026053,9529834,heuristic_reuse,0.20642594,1
9529834,1972105,heuristic_reuse,0.03164624,1
1972105,2249531,heuristic_reuse,0.06605734,1
2249531,4621474,heuristic_reuse,0.04860636,1
4621474,1851801,heuristic_reuse,0.10114747,1
1851801,17122,heuristic_reuse,0.24831028,1
17122,3287191,heuristic_reuse,0.21062405,1
3287191,2137465,heuristic_reuse,0.0258251,1
2137465,6058939,heuristic_reuse,0.05878163,1
6058939,9533222,heuristic_reuse,0.05229662,1
9533222,1994288,heuristic_reuse,0.03861208,1
1994288,9362643,heuristic_reuse,0.08319443,1
9362643,4658192,heuristic_reuse,0.06458205,1
4658192,2137476,heuristic_reuse,0.01531943,1
2137476,9333490,heuristic_reuse,0.01556378,1
4643108,3538217,heuristic_reuse,0.00655872,1
13168555,3536436,heuristic_reuse,0.37266903,1
3536601,3541983,heuristic_reuse,0.04513185,1
3541983,56282183,heuristic_reuse,0.02828972,1
56282183,3612176,heuristic_reuse,0.53208587,1
3612176,3274496,heuristic_reuse,0.03249087,1
3274489,549581,heuristic_reuse,0.20838308,1
155070454,155101882,heuristic_reuse,0.00698831,1
155101882,4710009,heuristic_reuse,0.12613374,1
3275107,3498235,heuristic_reuse,0.06630071,1
3498758,2232003,heuristic_reuse,0.01508242,1
2232001,155591670,heuristic_reuse,0.05332194,1
155591670,1597877,heuristic_reuse,0.31351118,1
1597877,3376204,heuristic_reuse,0.45220965,1
3376204,11567844,heuristic_reuse,0.21096451,1
11567844,3553740,heuristic_reuse,0.0418554,1
3553740,155650759,heuristic_reuse,0.03394196,1
155650759,39994,heuristic_reuse,0.00766897,1
39994,3537037,heuristic_reuse,0.03531878,1
3537037,3282970,heuristic_reuse,0.15363807,1
4652195,3536578,heuristic_reuse,0.73466906,1
3536578,2218496,heuristic_reuse,0.04298819,1
2218496,3597759,heuristic_reuse,0.05194059,1
3597759,3541996,heuristic_reuse,0.01599077,1
3541996,3275110,heuristic_reuse,0.92811718,1
3275110,3498732,heuristic_reuse,0.04337348,1
3499467,3536553,heuristic_reuse,0.01078383,1
3536553,3541088,heuristic_reuse,0.42787776,1
3541104,3479372,heuristic_reuse,0.08276697,1
3479372,155061082,heuristic_reuse,0.00601988,1
6244458,4645941,heuristic_reuse,0.02757667,1
4645941,2193976,heuristic_reuse,0.09563351,1
2193989,4657062,heuristic_reuse,0.00924223,1
4657062,3499359,heuristic_reuse,0.02821174,1
3499477,26833778,heuristic_reuse,0.04121138,1
26833778,77811299,heuristic_reuse,0.02263708,1
77811299,4652163,heuristic_reuse,0.03818925,1
4652163,155425195,heuristic_reuse,0.01750496,1
155425195,155500264,heuristic_reuse,0.0859525,1
155500264,3033851,heuristic_reuse,0.01679515,1
3033851,3548462,heuristic_reuse,0.03922986,1
3548462,3283565,heuristic_reuse,0.11141681,1
3283565,16223757,heuristic_reuse,0.10511865,1
155785291,3535985,heuristic_reuse,0.36789751,1
3535985,1848637,heuristic_reuse,0.27311494,1
4646378,3541992,heuristic_reuse,0.1778397,1
3542010,3431933,heuristic_reuse,0.04947695,1
3431933,14343334,heuristic_reuse,0.00616044,1
14343334,155553341,heuristic_reuse,0.06004587,1
155553341,3541475,heuristic_reuse,0.08779069,1
3541475,3498210,heuristic_reuse,0.0573023,1
3499979,155482356,heuristic_reuse,0.00685782,1
18488301,3274500,heuristic_reuse,0.05983444,1
3274500,3498702,heuristic_reuse,0.01065901,1
3498702,9365786,heuristic_reuse,0.01495831,1
9365786,3316416,heuristic_reuse,0.03229472,1
3316416,4650577,heuristic_reuse,0.01720395,1
4650577,3274474,heuristic_reuse,0.11664402,1
3274474,3344190,heuristic_reuse,0.05873587,1
3344190,44430948,heuristic_reuse,0.00480722,1
44430948,10452,heuristic_reuse,0.09281669,1
10452,47299,heuristic_reuse,0.03429156,1
3485645,9463100,heuristic_reuse,0.00479337,1
100291373,71049438,heuristic_reuse,0.05757206,1
71049438,11576040,heuristic_reuse,0.65296382,1
11576040,3540808,heuristic_reuse,0.09370331,1
3540808,9363,heuristic_reuse,0.12198845,1
9363,3540824,heuristic_reuse,0.01789422,1
3540824,2017663,heuristic_reuse,0.02357451,1
2017663,3500086,heuristic_reuse,0.01014717,1
3500086,3400185,heuristic_reuse,0.35909342,1
3400185,4646035,heuristic_reuse,0.12335313,1
4646035,3283567,heuristic_reuse,0.10574679,1
3283567,3324306,heuristic_reuse,0.0183765,1
3376411,2060908,heuristic_reuse,0.06182473,1
9472640,1276249,heuristic_reuse,0.18153244,1
155470413,3538164,heuristic_reuse,0.23198549,1
3538164,44951861,heuristic_reuse,0.07880901,1
44951861,3311907,heuristic_reuse,0.07447878,1
3311907,3394168,heuristic_reuse,0.43767454,1
3394168,3542028,heuristic_reuse,0.00869528,1
3542028,3325679,heuristic_reuse,0.10731995,1
3325679,2207063,heuristic_reuse,0.06972035,1
2207063,131666281,heuristic_reuse,0.23061429,1
131666281,63432654,heuristic_reuse,0.14519898,1
3315582,3346664,heuristic_reuse,0.03457392,1
3346043,3315570,heuristic_reuse,0.01264606,1
155683355,9257450,heuristic_reuse,0.02171349,1
4575345,45096,heuristic_reuse,0.02630811,1
45096,9267520,heuristic_reuse,0.030532,1
3281624,10932536,heuristic_reuse,0.1084963,1
4710488,3548366,heuristic_reuse,0.01262734,1
4710490,4704121,heuristic_reuse,0.01891849,1
4704121,119716865,heuristic_reuse,0.00785388,1
155442350,3365566,heuristic_reuse,0.03397138,1
4769143,1867711,heuristic_reuse,0.01283692,1
9541643,4607132,heuristic_reuse,0.07605153,1
29253,3346659,heuristic_reuse,0.04923879,1
3368980,73375509,heuristic_reuse,0.13112614,1
8917774,3346667,heuristic_reuse,0.09018008,1
3346667,3281625,heuristic_reuse,0.03448342,1
3281625,3346656,heuristic_reuse,0.05263626,1
3346656,4632921,heuristic_reuse,0.01785672,1
4632921,73374420,heuristic_reuse,0.02678544,1
102607460,155658785,heuristic_reuse,0.03155705,1
4581075,40052308,heuristic_reuse,0.16663744,1
40052308,4620444,heuristic_reuse,0.04429465,1
6354502,4580611,heuristic_reuse,0.54182849,1
4580611,36182210,heuristic_reuse,0.00272145,1
36182210,4773126,heuristic_reuse,0.02002063,1
4773126,73375514,heuristic_reuse,0.05246297,1
73375514,3346661,heuristic_reuse,0.04377465,1
3346661,4642514,heuristic_reuse,0.01828226,1
4642514,3281659,heuristic_reuse,0.02389207,1
3281659,4653919,heuristic_reuse,0.03741498,1
4653919,9278021,heuristic_reuse,0.0152825,1
9278021,4608190,heuristic_reuse,0.06103713,1
4608190,3281626,heuristic_reuse,1.6357511,1
3281626,4653908,heuristic_reuse,0.01125893,1
4653908,3346668,heuristic_reuse,0.08838669,1
3346668,3365584,heuristic_reuse,0.05606528,1
3365584,155594999,heuristic_reuse,0.07979034,1
155594999,45294,heuristic_reuse,0.03355346,1
45294,4596349,heuristic_reuse,0.09937874,1
4596349,4596067,heuristic_reuse,0.02221949,1
4596067,2304011,heuristic_reuse,0.16813215,1
2304011,4656368,heuristic_reuse,0.02655589,1
4656368,4642511,heuristic_reuse,0.08918315,1
4642511,4620439,heuristic_reuse,0.07118236,1
4620439,4596063,heuristic_reuse,0.02390826,1
4596063,3277511,heuristic_reuse,0.02795467,1
3277449,4655871,heuristic_reuse,0.09731133,1
4655871,4575309,heuristic_reuse,0.05438824,1
4575309,16056491,heuristic_reuse,0.07150213,1
16056491,3368959,heuristic_reuse,0.07709252,1
14200441,593425,heuristic_reuse,0.11257538,1
593425,155437484,heuristic_reuse,0.02101717,1
155437484,4845318,heuristic_reuse,0.09837437,1
4845318,4632910,heuristic_reuse,0.03722121,1
9538123,155379551,heuristic_reuse,0.01251679,1
13048768,3324244,heuristic_reuse,0.48784161,1
4643399,9488711,heuristic_reuse,0.00950692,1
9488722,9368156,heuristic_reuse,0.17611319,1
9368156,3295794,heuristic_reuse,0.02258057,1
2094321,3319185,heuristic_reuse,0.06515724,1
3323562,3319092,heuristic_reuse,0.02739216,1
3319092,3287370,heuristic_reuse,0.06124345,1
3287370,61703973,heuristic_reuse,0.00765577,1
61703973,2188145,heuristic_reuse,0.10387947,1
